id	name	name_en	name_zh-CN	name_zh-TW
4000210	「レスレリ学園 第1弾・４」をクリアしよう	Clear Resleriana Academy Part 1 - 4	通关“蕾斯莱莉娅娜学园 第1弹·4”吧	通關「蕾斯萊莉婭娜學園 第1彈‧4」
4000211	「レスレリ学園 第1弾・８」をクリアしよう	Clear Resleriana Academy Part 1 - 8	通关“蕾斯莱莉娅娜学园 第1弹·8”吧	通關「蕾斯萊莉婭娜學園 第1彈‧8」
4000212	「レスレリ学園 第1弾・１２」をクリアしよう	Clear Resleriana Academy Part 1 - 12	通关“蕾斯莱莉娅娜学园 第1弹·12”吧	通關「蕾斯萊莉婭娜學園 第1彈‧12」
4000213	鎖グモの巣を{}個入手しよう	Gather Chainweb × {}	获得{}个“锁链蜘蛛的巢”吧	取得{}個「鎖鏈蜘蛛的巢」
4000214	魔導書の切れ端を{}個入手しよう	Gather Magic Tome Piece × {}	获得{}个“魔导书残页”吧	取得{}個「魔導書殘頁」
4000215	サワーアップルを{}個入手しよう	Gather Sour Apple × {}	获得{}个“沙瓦金苹果”吧	取得{}個「沙瓦金蘋果」
4000216	奮励努力の竹刀を{}個調合しよう	Synthesize Bamboo Sword of Endeavor × {}	调合{}个“奋勇拼搏竹刀”吧	調合{}個「勤奮努力的竹刀」
4000217	奮励努力の防具を{}個調合しよう	Synthesize Armor of Endeavor × {}	调合{}个“奋勇拼搏防具”吧	調合{}個「勤奮努力的防具」
4000218	奮励努力のスパイクを{}個調合しよう	Synthesize Spiked Shoes of Endeavor × {}	调合{}个“奋勇拼搏钉鞋”吧	調合{}個「勤奮努力的釘鞋」
4000219	イベントストーリー「錬金祭当日」をクリアしよう	"Clear ""Alchemy Festival Day"" of the Event Story"	通关活动故事“炼金庆典当天”吧	通關活動故事「鍊金祭當天」
4000220	「レスレリ学園 第2弾・４」をクリアしよう	Clear Resleriana Academy Part 2 - 4	通关“蕾斯莱莉娅娜学园 第2弹·4”吧	通關「蕾斯萊莉婭娜學園 第2彈‧4」
4000221	「レスレリ学園 第2弾・８」をクリアしよう	Clear Resleriana Academy Part 2 - 8	通关“蕾斯莱莉娅娜学园 第2弹·8”吧	通關「蕾斯萊莉婭娜學園 第2彈‧8」
4000222	「レスレリ学園 第2弾・１２」をクリアしよう	Clear Resleriana Academy Part 2 - 12	通关“蕾斯莱莉娅娜学园 第2弹·12”吧	通關「蕾斯萊莉婭娜學園 第2彈‧12」
4000223	夢見る王冠を{}個入手しよう	Gather Dreamy Crown × {}	获得{}个“梦想的王冠”吧	取得{}個「夢想的王冠」
4000224	土忍びを{}個入手しよう	Gather Tsuchishinobi × {}	获得{}个“土忍”吧	取得{}個「土忍」
4000225	風船の実を{}個入手しよう	Gather Balloon Fruit × {}	获得{}个“气球果实”吧	取得{}個「氣球果實」
4000226	一意専心の巨大鉛筆を{}個調合しよう	Synthesize Giant Pencil of Dedication × {}	调合{}个“一心一意巨大铅笔”吧	調合{}個「一心一意的巨大鉛筆」
4000227	一意専心の学ランを{}個調合しよう	Synthesize Uniform of Dedication × {}	调合{}个“一心一意立领校服”吧	調合{}個「一心一意的立領制服」
4000228	一意専心の消しゴムを{}個調合しよう	Synthesize Eraser of Dedication × {}	调合{}个“一心一意橡皮”吧	調合{}個「一心一意的橡皮擦」
4000229	イベントストーリー「夢を見つける場所」をクリアしよう	"Clear ""Where Dreams Are Found"" of the Event Story"	通关活动故事“圆梦的地方”吧	通關活動故事「尋夢之地」
4000230	「レスレリ学園 第3弾・４」をクリアしよう	Clear Resleriana Academy Part 3 - 4	通关“蕾斯莱莉娅娜学园 第3弹·4”吧	通關「蕾斯萊莉婭娜學園 第3彈‧4」
4000231	「レスレリ学園 第3弾・８」をクリアしよう	Clear Resleriana Academy Part 3 - 8	通关“蕾斯莱莉娅娜学园 第3弹·8”吧	通關「蕾斯萊莉婭娜學園 第3彈‧8」
4000232	「レスレリ学園 第3弾・１２」をクリアしよう	Clear Resleriana Academy Part 3 - 12	通关“蕾斯莱莉娅娜学园 第3弹·12”吧	通關「蕾斯萊莉婭娜學園 第3彈‧12」
4000233	サラートを{}個入手しよう	Gather Salat × {}	获得{}个“色拉草”吧	取得{}個「沙拉草」
4000234	破れた紙片を{}個入手しよう	Gather Paper Scraps × {}	获得{}个“破损碎片”吧	取得{}個「破碎的碎片」
4000235	祝福のハネを{}個入手しよう	Gather Blessed Feather × {}	获得{}个“祝福羽毛”吧	取得{}個「祝福羽毛」
4000236	素材クエストを10回クリアしよう	Clear 10 Material Quests	完成10次素材挑战吧	通關10次素材挑戰
4000237	素材クエストを30回クリアしよう	Clear 30 Material Quests	完成30次素材挑战吧	通關30次素材挑戰
4000238	素材クエストを50回クリアしよう	Clear 50 Material Quests	完成50次素材挑战吧	通關50次素材挑戰
4000239	素材クエストを75回クリアしよう	Clear 75 Material Quests	完成75次素材挑战吧	通關75次素材挑戰
4000240	素材クエストを100回クリアしよう	Clear 100 Material Quests	完成100次素材挑战吧	通關100次素材挑戰
4000241	素材クエストを150回クリアしよう	Clear 150 Material Quests	完成150次素材挑战吧	通關150次素材挑戰
4000242	素材クエストを200回クリアしよう	Clear 200 Material Quests	完成200次素材挑战吧	通關200次素材挑戰
4000243	素材クエストを250回クリアしよう	Clear 250 Material Quests	完成250次素材挑战吧	通關250次素材挑戰
4000244	素材クエストを300回クリアしよう	Clear 300 Material Quests	完成300次素材挑战吧	通關300次素材挑戰
4000245	スタミナを100消費しよう	Use 100 stamina	消耗100点体力吧	消耗100精力
4000246	スタミナを500消費しよう	Use 500 stamina	消耗500点体力吧	消耗500精力
4000247	スタミナを1000消費しよう	Use 1000 stamina	消耗1000点体力吧	消耗1000精力
4000248	スタミナを2000消費しよう	Use 2000 stamina	消耗2000点体力吧	消耗2000精力
4000249	スタミナを3000消費しよう	Use 3000 stamina	消耗3000点体力吧	消耗3000精力
4000250	ミッション期間中に1日ログインしよう	Log in for 1 day during the mission period	在任务期间内登录1天吧	在任務的活動期間登入1天
4000251	ミッション期間中に2日ログインしよう	Log in for 2 days during the mission period	在任务期间内登录2天吧	在任務的活動期間登入2天
4000252	ミッション期間中に3日ログインしよう	Log in for 3 days during the mission period	在任务期间内登录3天吧	在任務的活動期間登入3天
4000253	ミッション期間中に4日ログインしよう	Log in for 4 days during the mission period	在任务期间内登录4天吧	在任務的活動期間登入4天
4000254	ミッション期間中に5日ログインしよう	Log in for 5 days during the mission period	在任务期间内登录5天吧	在任務的活動期間登入5天
4000255	ミッション期間中に6日ログインしよう	Log in for 6 days during the mission period	在任务期间内登录6天吧	在任務的活動期間登入6天
4000256	ミッション期間中に7日ログインしよう	Log in for 7 days during the mission period	在任务期间内登录7天吧	在任務的活動期間登入7天
4000257	スタミナを10消費しよう	Use 10 stamina	消耗10点体力吧	消耗10精力
4000258	スタミナを50消費しよう	Use 50 stamina	消耗50点体力吧	消耗50精力
4000259	スタミナを100消費しよう	Use 100 stamina	消耗100点体力吧	消耗100精力
4000260	スタミナを250消費しよう	Use 250 stamina	消耗250点体力吧	消耗250精力
4000261	スタミナを500消費しよう	Use 500 stamina	消耗500点体力吧	消耗500精力
4000262	スタミナを750消費しよう	Use 750 stamina	消耗750点体力吧	消耗750精力
4000263	スタミナを1000消費しよう	Use 1000 stamina	消耗1000点体力吧	消耗1000精力
4000264	スタミナを1500消費しよう	Use 1500 stamina	消耗1500点体力吧	消耗1500精力
4000265	スタミナを2000消費しよう	Use 2000 stamina	消耗2000点体力吧	消耗2000精力
4000266	スタミナを2500消費しよう	Use 2500 stamina	消耗2500点体力吧	消耗2500精力
4000267	スタミナを3000消費しよう	Use 3000 stamina	消耗3000点体力吧	消耗3000精力
4000268	スタミナを3500消費しよう	Use 3500 stamina	消耗3500点体力吧	消耗3500精力
4000269	スタミナを4000消費しよう	Use 4000 stamina	消耗4000点体力吧	消耗4000精力
4000270	SSRのアイテムを10個調合しよう	Synthesize 10 SSR items	调合10个SSR道具	調合10個SSR道具
4000271	SSRのアイテムを20個調合しよう	Synthesize 20 SSR items	调合20个SSR道具	調合20個SSR道具
4000272	SSRのアイテムを30個調合しよう	Synthesize 30 SSR items	调合30个SSR道具	調合30個SSR道具
4000273	SSRのアイテムを40個調合しよう	Synthesize 40 SSR items	调合40个SSR道具	調合40個SSR道具
4000274	SSRのアイテムを50個調合しよう	Synthesize 50 SSR items	调合50个SSR道具	調合50個SSR道具
4000275	SSRのアイテムを75個調合しよう	Synthesize 75 SSR items	调合75个SSR道具	調合75個SSR道具
4000276	SSRのアイテムを100個調合しよう	Synthesize 100 SSR items	调合100个SSR道具	調合100個SSR道具
4000277	イベントストーリー「かすかな面影」をクリアしよう	"Clear ""Fleeting Glimpse"" of the Event Story"	通关活动故事“模糊的线索”吧	通關活動故事「模糊的痕跡」
4000278	イベントストーリー「執着の行方」をクリアしよう	"Clear ""The Path of Obsession"" of the Event Story"	通关活动故事“为何执着”吧	通關活動故事「執著的去向」
4000279	イベントストーリー「君に贈る花束」をクリアしよう	"Clear ""Bouquet for You"" of the Event Story"	通关活动故事“赠与你的花束”吧	通關活動故事「贈與妳的花束」
4000280	ダンジョンコインを{}個入手しよう	Obtain Dungeon Coin × {}	获得{}枚迷宫硬币吧	取得{}個迷宮硬幣
4000281	誓いの木槌を{}個調合しよう	Synthesize Vowed Hammer × {}	调合{}个“誓约木槌”吧	調合{}個「誓約木槌」
4000282	誓いの白無垢を{}個調合しよう	Synthesize Vowed White Kimono × {}	调合{}个“誓约日式婚礼服装”吧	調合{}個「誓約白無垢」
4000283	誓いの置物を{}個調合しよう	Synthesize Vowed Ornament × {}	调合{}个“誓约摆件”吧	調合{}個「誓約裝飾品」
4000284	幸せのスリングを{}個調合しよう	Synthesize Sling of Happiness × {}	调合{}个“幸福弹弓”吧	調合{}個「幸福彈弓」
4000285	幸せのドレスを{}個調合しよう	Synthesize Dress of Happiness × {}	调合{}个“幸福礼服”吧	調合{}個「幸福禮服」
4000286	幸せのリングを{}個調合しよう	Synthesize Ring of Happiness × {}	调合{}个“幸福戒指”吧	調合{}個「幸福戒指」
4000287	特性レベル合計が7以上の装備アイテムを{}個調合しよう	Synthesize {} piece(s) of equipment with a total trait level of 7 or more	调合{}个特性等级合计7以上的装备道具吧	調合{}個特性等級總計為7以上的裝備道具
4000288	「新たな売り」をクリアしよう	"Clear ""New Attraction"""	通关“新的卖点”吧	通關「新商品」
4000289	海の家Lvを{}にしよう	Level the Beach House to Lv. {}	将海边小屋提升至Lv.{}吧	把海之家提升至Lv{}
4000290	潮騒のパラソルを{}個調合しよう	Synthesize {} Seaside Umbrella(s)	调合{}把“涛声遮阳伞”吧	調合{}個「海潮聲陽傘」
4000291	潮騒の水着を{}個調合しよう	Synthesize {} Seaside Swimsuit(s)	调合{}件“涛声泳装”吧	調合{}個「海潮聲泳裝」
4000292	潮騒の帽子を{}個調合しよう	Synthesize {} Seaside Hat(s)	调合{}顶“涛声帽子”吧	調合{}個「海潮聲帽子」
4000293	スタミナを{}消費しよう	Use {} stamina	消耗{}点体力吧	消耗{}精力
4000294	ロマン大武闘大会に挑戦しよう	Join Roman's Grand Tournament	挑战罗曼的大武斗大会吧	挑戰羅曼大武鬥大會吧
4000295	「もう1つの豪華賞品」をクリアしよう	"Clear ""Another Fabulous Prize"""	通关“另一份豪华奖品”吧	通關「另一個豪華獎品」
4000297	盛夏のフィッシュソードを{}個調合しよう	Synthesize {} Midsummer Fish Sword(s)	调合{}把“盛夏鱼剑”吧	調合{}個「盛夏魚劍」
4000298	盛夏の水着を{}個調合しよう	Synthesize {} Midsummer Swimsuit(s)	调合{}件“盛夏泳装”吧	調合{}個「盛夏泳裝」
4000299	盛夏のシュノーケルを{}個調合しよう	Synthesize {} Midsummer Snorkel(s)	调合{}个“盛夏呼吸管”吧	調合{}個「盛夏浮潛裝備」
4000301	ロマン大武闘大会でトータルダメージ100,000ダメージ以上を出そう	Deal a total of 100,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出100,000以上的总伤害	在羅曼大武鬥大會中達成100,000以上的總傷害吧
4000302	ロマン大武闘大会でトータルダメージ200,000ダメージ以上を出そう	Deal a total of 200,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出200,000以上的总伤害	在羅曼大武鬥大會中達成200,000以上的總傷害吧
4000303	ロマン大武闘大会でトータルダメージ300,000ダメージ以上を出そう	Deal a total of 300,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出300,000以上的总伤害	在羅曼大武鬥大會中達成300,000以上的總傷害吧
4000304	ロマン大武闘大会でトータルダメージ400,000ダメージ以上を出そう	Deal a total of 400,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出400,000以上的总伤害	在羅曼大武鬥大會中達成400,000以上的總傷害吧
4000305	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧
4000306	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧
4000307	ロマン大武闘大会でトータルダメージ600,000ダメージ以上を出そう	Deal a total of 600,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出600,000以上的总伤害	在羅曼大武鬥大會中達成600,000以上的總傷害吧
4000308	ロマン大武闘大会でトータルダメージ700,000ダメージ以上を出そう	Deal a total of 700,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出700,000以上的总伤害	在羅曼大武鬥大會中達成700,000以上的總傷害吧
4000309	ロマン大武闘大会でトータルダメージ800,000ダメージ以上を出そう	Deal a total of 800,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出800,000以上的总伤害	在羅曼大武鬥大會中達成800,000以上的總傷害吧
4000310	ロマン大武闘大会でトータルダメージ900,000ダメージ以上を出そう	Deal a total of 900,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出900,000以上的总伤害	在羅曼大武鬥大會中達成900,000以上的總傷害吧
4000311	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧
4000312	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧
4000313	ロマン大武闘大会に挑戦しよう	Join Roman's Grand Tournament	挑战罗曼的大武斗大会吧	挑戰羅曼大武鬥大會吧
4000314	ロマン大武闘大会でトータルダメージ100,000ダメージ以上を出そう	Deal a total of 100,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出100,000以上的总伤害	在羅曼大武鬥大會中達成100,000以上的總傷害吧
4000315	ロマン大武闘大会でトータルダメージ200,000ダメージ以上を出そう	Deal a total of 200,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出200,000以上的总伤害	在羅曼大武鬥大會中達成200,000以上的總傷害吧
4000316	ロマン大武闘大会でトータルダメージ300,000ダメージ以上を出そう	Deal a total of 300,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出300,000以上的总伤害	在羅曼大武鬥大會中達成300,000以上的總傷害吧
4000317	ロマン大武闘大会でトータルダメージ400,000ダメージ以上を出そう	Deal a total of 400,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出400,000以上的总伤害	在羅曼大武鬥大會中達成400,000以上的總傷害吧
4000318	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧
4000319	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧
4000320	ロマン大武闘大会でトータルダメージ600,000ダメージ以上を出そう	Deal a total of 600,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出600,000以上的总伤害	在羅曼大武鬥大會中達成600,000以上的總傷害吧
4000321	ロマン大武闘大会でトータルダメージ700,000ダメージ以上を出そう	Deal a total of 700,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出700,000以上的总伤害	在羅曼大武鬥大會中達成700,000以上的總傷害吧
4000322	ロマン大武闘大会でトータルダメージ800,000ダメージ以上を出そう	Deal a total of 800,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出800,000以上的总伤害	在羅曼大武鬥大會中達成800,000以上的總傷害吧
4000323	ロマン大武闘大会でトータルダメージ900,000ダメージ以上を出そう	Deal a total of 900,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出900,000以上的总伤害	在羅曼大武鬥大會中達成900,000以上的總傷害吧
4000324	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧
4000325	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧
4000326	ロマン大武闘大会に挑戦しよう	Join Roman's Grand Tournament	挑战罗曼的大武斗大会吧	挑戰羅曼大武鬥大會吧
4000327	ロマン大武闘大会でトータルダメージ100,000ダメージ以上を出そう	Deal a total of 100,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出100,000以上的总伤害	在羅曼大武鬥大會中達成100,000以上的總傷害吧
4000328	ロマン大武闘大会でトータルダメージ200,000ダメージ以上を出そう	Deal a total of 200,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出200,000以上的总伤害	在羅曼大武鬥大會中達成200,000以上的總傷害吧
4000329	ロマン大武闘大会でトータルダメージ300,000ダメージ以上を出そう	Deal a total of 300,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出300,000以上的总伤害	在羅曼大武鬥大會中達成300,000以上的總傷害吧
4000330	ロマン大武闘大会でトータルダメージ400,000ダメージ以上を出そう	Deal a total of 400,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出400,000以上的总伤害	在羅曼大武鬥大會中達成400,000以上的總傷害吧
4000331	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧
4000332	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧
4000333	ロマン大武闘大会でトータルダメージ600,000ダメージ以上を出そう	Deal a total of 600,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出600,000以上的总伤害	在羅曼大武鬥大會中達成600,000以上的總傷害吧
4000334	ロマン大武闘大会でトータルダメージ700,000ダメージ以上を出そう	Deal a total of 700,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出700,000以上的总伤害	在羅曼大武鬥大會中達成700,000以上的總傷害吧
4000335	ロマン大武闘大会でトータルダメージ800,000ダメージ以上を出そう	Deal a total of 800,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出800,000以上的总伤害	在羅曼大武鬥大會中達成800,000以上的總傷害吧
4000336	ロマン大武闘大会でトータルダメージ900,000ダメージ以上を出そう	Deal a total of 900,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出900,000以上的总伤害	在羅曼大武鬥大會中達成900,000以上的總傷害吧
4000337	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧
4000338	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧
4000339	「花火と笑顔に包まれて」をクリアしよう	"Clear ""Fireworks and Smiles"""	通关“身边满是烟花和笑容”吧	通關「滿滿的煙火與笑臉」
4000340	波打ち際のフルートを{}個調合しよう	Synthesize Shoreline Flute  ×  {}	调合{}个“海岸的长笛”吧	調合{}個「海邊的長笛」
4000341	波打ち際の水着を{}個調合しよう	Synthesize Shoreline Swimsuit  ×  {}	调合{}个“海岸的泳装”吧	調合{}個「海邊的泳裝」
4000342	波打ち際のサングラスを{}個調合しよう	Synthesize Shoreline Sunglasses  ×  {}	调合{}个“海岸的太阳眼镜”吧	調合{}個「海邊的太陽眼鏡」
4000343	特性レベル合計が7以上の装備アイテムを{}個調合しよう	Synthesize {} piece(s) of equipment with a total trait level of 7 or more	调合{}个特性等级合计7以上的装备道具吧	調合{}個特性等級總計為7以上的裝備道具
4400001	ロマン大武闘大会に挑戦しよう	Join Roman's Grand Tournament	挑战罗曼的大武斗大会吧	挑戰羅曼大武鬥大會吧
4400002	ロマン大武闘大会でトータルダメージ100,000ダメージ以上を出そう	Deal a total of 100,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出100,000以上的总伤害	在羅曼大武鬥大會中達成100,000以上的總傷害吧
4400003	ロマン大武闘大会でトータルダメージ200,000ダメージ以上を出そう	Deal a total of 200,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出200,000以上的总伤害	在羅曼大武鬥大會中達成200,000以上的總傷害吧
4400004	ロマン大武闘大会でトータルダメージ300,000ダメージ以上を出そう	Deal a total of 300,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出300,000以上的总伤害	在羅曼大武鬥大會中達成300,000以上的總傷害吧
4400005	ロマン大武闘大会でトータルダメージ400,000ダメージ以上を出そう	Deal a total of 400,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出400,000以上的总伤害	在羅曼大武鬥大會中達成400,000以上的總傷害吧
4400006	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧
4400007	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧
4400008	ロマン大武闘大会でトータルダメージ600,000ダメージ以上を出そう	Deal a total of 600,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出600,000以上的总伤害	在羅曼大武鬥大會中達成600,000以上的總傷害吧
4400009	ロマン大武闘大会でトータルダメージ700,000ダメージ以上を出そう	Deal a total of 700,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出700,000以上的总伤害	在羅曼大武鬥大會中達成700,000以上的總傷害吧
4400010	ロマン大武闘大会でトータルダメージ800,000ダメージ以上を出そう	Deal a total of 800,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出800,000以上的总伤害	在羅曼大武鬥大會中達成800,000以上的總傷害吧
4400011	ロマン大武闘大会でトータルダメージ900,000ダメージ以上を出そう	Deal a total of 900,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出900,000以上的总伤害	在羅曼大武鬥大會中達成900,000以上的總傷害吧
4400012	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧
4400013	ロマン大武闘大会でトータルダメージ1,000,000ダメージ以上を出そう	Deal a total of 1,000,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出1,000,000以上的总伤害	在羅曼大武鬥大會中達成1,000,000以上的總傷害吧
4500001	スコアバトルを{}回クリアしよう	Clear {} Score Battles	完成{}次积分战斗吧	通關{}次積分戰
4500002	焔の禁書を調合しよう	Synthesize a Forbidden Tome of Flames	调合火焰禁书吧	調合焰之禁書
4500003	銀白の水晶片を{}個入手しよう	Obtain Argent Crystal × {}	获得{}个银白水晶片吧	獲得{}個銀白水晶片
4500004	ローズデュニュイを{}個入手しよう	Obtain Rose du Nuit × {}	获得{}个环晶玫瑰吧	獲得{}個夜之玫瑰
4500005	赤い悪魔のタネを{}個入手しよう	Obtain Red Devil Seed × {}	获得{}个红色恶魔种子吧	獲得{}個紅色惡魔種子
4500006	スタミナを{}消費しよう	Use {} stamina	消耗{}点体力吧	消耗{}精力
4500007	調合を50回しよう	Synthesize 50 time(s)	进行50次调合吧	進行50次調合
4500008	敵を{}体倒そう	Defeat {} enemies	打倒{}个敌人吧	打倒{}個敵人
4500009	期間中に{}日ログインしよう	Log in for {} day(s) during the event period	活动期间登录游戏{}天吧	在活動期間登入{}天
4500010	コールを{}獲得しよう	Acquire {} Cole	获得{}克尔吧	獲得{}克隆
4500011	パステートドリームを{}個調合しよう	Synthesize Pastete Dream  ×  {}	调合{}个甜美派梦吧	調合{}個捕夢杖
4500012	クリスタルロッドを{}個調合しよう	Synthesize Crystal Rod  ×  {}	调合{}个水晶之杖吧	調合{}個羽晶短杖
4500013	星へのツバサを{}個調合しよう	Synthesize Starbound Wings  ×  {}	调合{}个星之翼吧	調合{}個翔星之翼
4500015	アンブロシアの花冠を{}個調合しよう	Synthesize Ambrosia Garland  ×  {}	调合{}个仙灵花冠吧	調合{}個仙靈花冠
4500016	特性レベル合計が7以上の装備アイテムを{}個調合しよう	Synthesize {} piece(s) of equipment with a total trait level of 7 or more	调合{}个特性等级合计7以上的装备道具吧	調合{}個特性等級總計為7以上的裝備道具
4600001	ロマン大武闘大会に挑戦しよう	Join Roman's Grand Tournament	挑战罗曼的大武斗大会吧	挑戰羅曼大武鬥大會吧
4600002	ロマン大武闘大会でトータルダメージ100,000ダメージ以上を出そう	Deal a total of 100,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出100,000以上的总伤害	在羅曼大武鬥大會中達成100,000以上的總傷害吧
4600003	ロマン大武闘大会でトータルダメージ200,000ダメージ以上を出そう	Deal a total of 200,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出200,000以上的总伤害	在羅曼大武鬥大會中達成200,000以上的總傷害吧
4600004	ロマン大武闘大会でトータルダメージ300,000ダメージ以上を出そう	Deal a total of 300,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出300,000以上的总伤害	在羅曼大武鬥大會中達成300,000以上的總傷害吧
4600005	ロマン大武闘大会でトータルダメージ400,000ダメージ以上を出そう	Deal a total of 400,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出400,000以上的总伤害	在羅曼大武鬥大會中達成400,000以上的總傷害吧
4600006	ロマン大武闘大会でトータルダメージ500,000ダメージ以上を出そう	Deal a total of 500,000 or more damage in Roman's Grand Tournament	在罗曼的大武斗大会中打出500,000以上的总伤害	在羅曼大武鬥大會中達成500,000以上的總傷害吧
