id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
2093	復刻 ヴァレリア新章追加記念 LEGEND FES	Celebrating a New Valeria Chapter - LEGEND FES	瓦莱莉娅新章节追加纪念 LEGEND FES	瓦萊莉婭新章追加紀念 LEGEND FES	ヴァレリア・クラウディアがPickUP！\nメインストーリー4章クリアから72時間限定で開催！	Valeria and Klaudia are featured for 72 hours after clearing Chapter 4 of the main story!	瓦莱莉娅、科洛蒂娅PickUP！\n主线故事第4章通关后72小时限时举办！	瓦萊莉婭、科洛蒂婭PickUp！\n通關主線故事第4章後72小時限定開放！
2094	復刻 メイン5章追加記念 LEGEND FES	Main Story Chapter 5 Celebration - LEGEND FES	追加主线故事第5章纪念 LEGEND FES	主線第5章追加紀念 LEGEND FES	ウィルベル・ニオがPickUP！\nメインストーリー5章クリアから72時間限定で開催！	Wilbell and Nio are featured for 72 hours after clearing Chapter 5 of the main story!	薇尔贝儿、妮欧PickUP！\n主线故事第5章通关后72小时限时举办！	薇爾貝兒、妮歐PickUp！\n通關主線故事第5章後72小時限定開放！
2095	復刻 イザナ新章追加記念 LEGEND FES	New Izana Chapter Celebration - LEGEND FES	伊札娜新章节追加纪念 LEGEND FES	伊札娜新章節追加紀念 LEGEND FES	イザナ・リラがPickUP！\nメインストーリー6章クリアから72時間限定で開催！	Izana and Lila are featured for 72 hours after clearing Chapter 6 of the main story!	伊札娜、莉拉PickUP！\n主线故事第6章通关后72小时限时举办！	伊札娜、莉拉PickUp！\n通關主線故事第6章後72小時限定開放！
2096	復刻 新章記念 浪漫の果てに LEGEND FES	New Chapter: At the Edge of Romance - LEGEND FES	新章节纪念 在浪漫的尽头 LEGEND FES	新章節紀念 在浪漫的盡頭 LEGEND FES	ロマン・アーシャがPickUP！\nメインストーリー7章クリアから72時間限定で開催！	Roman and Ayesha featured for 72 hours after clearing Chapter 7 of the main story!	罗曼、爱夏PickUP！\n主线故事第7章通关后72小时限时举办！	羅曼、愛夏PickUp！\n通關主線故事第7章後72小時限定開放！
2097	復刻 新章記念 双璧の騎士 LEGEND FES	New Chapter: Paragon Knights - LEGEND FES	新章节纪念 双璧骑士 LEGEND FES	新章節紀念 雙璧之騎士 LEGEND FES	ユナ・ロジーがPickUP！\nメインストーリー8章クリアから72時間限定で開催！	Juna and Logy featured for 72 hours after clearing Chapter 8 of the main story!	尤娜、罗吉PickUP！\n主线故事第8章通关后72小时限时举办！	尤娜、羅吉PickUp！\n通關主線故事第8章後72小時限定開放！
2098	復刻 決戦 LEGEND FES 目覚めた災厄	Final Battle - LEGEND FES The Awakened Calamity	决战 LEGEND FES 苏醒的灾厄	決戰 LEGEND FES 覺醒的災厄	決戦衣装のヴァレリア・リディーがPickUP！\nメインストーリー9章クリアから72時間限定で開催！	Valeria and Lydie wearing their final battle outfits!\nFeatured for 72 hours after clearing Chapter 9 of the main story!	决战服瓦莱莉娅、莉迪PickUP！\n主线故事第9章通关后72小时限时举办！	身著決戰服裝的瓦萊莉婭、莉迪PickUp！\n通關主線故事第9章後72小時限定開放！
2099	復刻 決戦 LEGEND FES それぞれの覚悟	Final Battle - LEGEND FES Everyone's Resolve	决战 LEGEND FES 各自的决心	決戰 LEGEND FES 各自的決心	決戦衣装のハイディ・フィリスがPickUP！\nメインストーリー10章クリアから72時間限定で開催！	Heidi and Firis wearing their final battle outfits!\nFeatured for 72 hours after clearing Chapter 10 of the main story!	决战服海蒂、菲利丝PickUP！\n主线故事第10章通关后72小时限时举办！	身著決戰服裝的海蒂、菲莉絲PickUp！\n通關主線故事第10章後72小時限定開放！
2100	復刻 決戦 LEGEND FES 最後の日	Final Battle - LEGEND FES Last Day	决战 LEGEND FES 终结之日	決戰 LEGEND FES 最後一日	決戦衣装のフロッケ・スールがPickUP！\nメインストーリー11章クリアから72時間限定で開催！	Flocke and Suelle wearing their final battle outfits!\nFeatured for 72 hours after clearing Chapter 11 of the main story!	决战服芙洛可、苏瑞PickUP！\n主线故事第11章通关后72小时限时举办！	身著決戰服裝的芙洛可、蘇瑞PickUp！\n通關主線故事第11章後72小時限定開放！
2101	72時間限定！★3キャラ選んで確定ガチャ 第1弾	72-hour Limited! Select a Guaranteed ★3 Character Wish: Part 1	仅限72小时！必定获得所选★3角色星愿 第1弹	72小時限定！確定出現★3選擇角色星願 第1彈	STEP2とSTEP5は1回無料\n選択した★3キャラが確定！	1 Free Wish at Step 2 and Step 5!\nGuarantees you receive your selected ★3 Character!	STEP2和STEP5为1次免费星愿\n必定获得所选★3角色！	STEP2與STEP5免費1次。\n確定出現選擇的★3角色！
2102	72時間限定！★3キャラ選んで確定ガチャ 第2弾	72-hour Limited! Select a Guaranteed ★3 Character Wish: Part 2	仅限72小时！必定获得所选★3角色星愿 第2弹	72小時限定！確定出現★3選擇角色星願 第2彈	STEP2とSTEP5は1回無料\n選択した★3キャラが確定！	1 Free Wish at Step 2 and Step 5!\nGuarantees you receive your selected ★3 Character!	STEP2和STEP5为1次免费星愿\n必定获得所选★3角色！	STEP2與STEP5免費1次。\n確定出現選擇的★3角色！
2103	斬裂祭ガチャ LEGEND FES	Slash Division - LEGEND FES	斩裂会场 LEGEND FES	斬裂祭 LEGEND FES	斬属性のライザ・ロロナがPickUp！\n2024/09/16 11:59まで開催	The Slash affinity Ryza and Rorona are back!\nFeatured until 2024/11/04 10:59 (UTC+8).	斩击属性莱莎&萝乐娜Pick Up！\n举办时间截至2024/11/04 10:59	斬屬性萊莎與蘿樂娜PickUp！\n活動至2024/11/04 10:59為止。
2104	火炎祭ガチャ LEGEND FES	Fire Division - LEGEND FES	火焰会场 LEGEND FES	火焰祭 LEGEND FES	火属性のハイディ・シャリステラがPickUP！\n2024/09/30 11:59まで開催	The Fire affinity Shallistera and Heidi are back!\nFeatured until 2024/12/16 10:59 (UTC+8).	火属性夏莉丝堤拉&海蒂Pick Up！\n举办时间截至2024/12/16 10:59	火屬性夏莉絲堤菈與海蒂PickUp！\n活動至2024/12/16 10:59為止。
2105	火炎祭ガチャ LEGEND FES[有償限定]	Fire Division - LEGEND FES [Paid Lodestar Gems Only]	火焰会场 LEGEND FES[仅限付费星导石]	火焰祭 LEGEND FES[付費限定]	5周限り！有償星導石でガチャを20回引くと\n10回無料！2024/09/30 11:59まで開催	For every 20 Wishes with Paid Lodestar Gems, get 10 Wishes for free! Max 5 times!\nUntil 2024/12/16 10:59 (UTC+8).	仅限5轮！使用付费星导石许下20次星愿后，即可免费许下10次星愿！举办时间截至2024/12/16 10:59（UTC+8）	僅限5週！使用付費星導石抽星願20次\n即可獲得10次免費！活動至2024/12/16 10:59（UTC+8）為止。
2106	1周年 星導祭 LEGEND FES 彷徨える亡者	1st Anniversary Celestial Festival - LEGEND FES Wandering Souls	1周年 星导庆典 LEGEND FES 彷徨亡者	1週年 星導祭 LEGEND FES 徘徊的亡者	マリー・ロロナが新登場＆PickUP！\n2024/10/01 11:59まで開催	Marie and Rorona make their debut!\nFeatured until 2025/01/19 10:59 (UTC+8).	玛莉、萝乐娜全新登场&PickUP！\n活动时间截至2025/01/19 10:59（UTC+8）	瑪莉、蘿樂娜新登場&PickUP！\n活動至2025/01/19 10:59（UTC+8）為止。
2107	1周年 星導祭 LEGEND FES 彷徨える亡者[有償限定]	1st Anniversary Celestial Festival - LEGEND FES Wandering Souls [Paid Lodestar Gems Only]	1周年 星导庆典 LEGEND FES 彷徨亡者[仅限付费星导石]	1週年 星導祭 LEGEND FES 徘徊的亡者[付費限定]	5周限り！有償星導石でガチャを20回引くと\n10回無料！2024/10/01 11:59まで開催	For every 20 Wishes with Paid Lodestar Gems, get 10 Wishes for free! Max 5 times!\nUntil 2025/01/19 10:59 (UTC+8).	仅限5轮！使用付费星导石许下20次星愿后，即可免费许下10次星愿！举办时间截至2025/01/19 10:59（UTC+8）	僅限5週！使用付費星導石抽星願20次\n即可獲得10次免費！活動至2025/01/19 10:59（UTC+8）為止。
2108	毎日Step1の10回が無料！ 1周年記念特別ガチャ	10 Free Wishes at Step 1 Every Day! Special 1st Anniversary Wish!	每天Step1的10连免费！ 1周年纪念特别星愿	每日Step1免費10次！1週年紀念特別星願	毎日更新！STEP1は10回無料！\nSTEP4は1回無料で★3キャラまたはSSRメモリアが確定！	Steps refresh daily! 10 free Wishes at Step 1!\nGet to Step 4 for 1 guaranteed ★3 Character or SSR Memoria for free!	每日更新！STEP1的10连免费！\nSTEP4免费1次，必出★3角色或SSR回忆！	每日更新！STEP1免費10次！\nSTEP4免費1次，且必定出現★3角色或SSR回憶！
2109	毎日Step1の10回が無料！ 1周年記念特別ガチャ	10 Free Wishes at Step 1 Every Day! Special 1st Anniversary Wish!	每天Step1的10连免费！ 1周年纪念特别星愿	每日Step1免費10次！1週年紀念特別星願	毎日更新！STEP1は10回無料！\nSTEP4は1回無料で★3キャラまたはSSRメモリアが確定！	Steps refresh daily! 10 free Wishes at Step 1!\nGet to Step 4 for 1 guaranteed ★3 Character or SSR Memoria for free!	每日更新！STEP1的10连免费！\nSTEP4免费1次，必出★3角色或SSR回忆！	每日更新！STEP1免費10次！\nSTEP4免費1次，且必定出現★3角色或SSR回憶！
2110	毎日Step1の10回が無料！ 1周年記念特別ガチャ	10 Free Wishes at Step 1 Every Day! Special 1st Anniversary Wish!	每天Step1的10连免费！ 1周年纪念特别星愿	每日Step1免費10次！1週年紀念特別星願	毎日更新！STEP1は10回無料！\nSTEP4は1回無料で★3キャラまたはSSRメモリアが確定！	Steps refresh daily! 10 free Wishes at Step 1!\nGet to Step 4 for 1 guaranteed ★3 Character or SSR Memoria for free!	每日更新！STEP1的10连免费！\nSTEP4免费1次，必出★3角色或SSR回忆！	每日更新！STEP1免費10次！\nSTEP4免費1次，且必定出現★3角色或SSR回憶！
2111	毎日Step1の10回が無料！ 1周年記念特別ガチャ	10 Free Wishes at Step 1 Every Day! Special 1st Anniversary Wish!	每天Step1的10连免费！ 1周年纪念特别星愿	每日Step1免費10次！1週年紀念特別星願	毎日更新！STEP1は10回無料！\nSTEP4は1回無料で★3キャラまたはSSRメモリアが確定！	Steps refresh daily! 10 free Wishes at Step 1!\nGet to Step 4 for 1 guaranteed ★3 Character or SSR Memoria for free!	每日更新！STEP1的10连免费！\nSTEP4免费1次，必出★3角色或SSR回忆！	每日更新！STEP1免費10次！\nSTEP4免費1次，且必定出現★3角色或SSR回憶！
2112	毎日Step1の10回が無料！ 1周年記念特別ガチャ	10 Free Wishes at Step 1 Every Day! Special 1st Anniversary Wish!	每天Step1的10连免费！ 1周年纪念特别星愿	每日Step1免費10次！1週年紀念特別星願	毎日更新！STEP1は10回無料！\nSTEP4は1回無料で★3キャラまたはSSRメモリアが確定！	Steps refresh daily! 10 free Wishes at Step 1!\nGet to Step 4 for 1 guaranteed ★3 Character or SSR Memoria for free!	每日更新！STEP1的10连免费！\nSTEP4免费1次，必出★3角色或SSR回忆！	每日更新！STEP1免費10次！\nSTEP4免費1次，且必定出現★3角色或SSR回憶！
2113	毎日Step1の10回が無料！ 1周年記念特別ガチャ	10 Free Wishes at Step 1 Every Day! Special 1st Anniversary Wish!	每天Step1的10连免费！ 1周年纪念特别星愿	每日Step1免費10次！1週年紀念特別星願	毎日更新！STEP1は10回無料！\nSTEP4は1回無料で★3キャラまたはSSRメモリアが確定！	Steps refresh daily! 10 free Wishes at Step 1!\nGet to Step 4 for 1 guaranteed ★3 Character or SSR Memoria for free!	每日更新！STEP1的10连免费！\nSTEP4免费1次，必出★3角色或SSR回忆！	每日更新！STEP1免費10次！\nSTEP4免費1次，且必定出現★3角色或SSR回憶！
2114	毎日Step1の10回が無料！ 1周年記念特別ガチャ	10 Free Wishes at Step 1 Every Day! Special 1st Anniversary Wish!	每天Step1的10连免费！ 1周年纪念特别星愿	每日Step1免費10次！1週年紀念特別星願	毎日更新！STEP1は10回無料！\nSTEP4は1回無料で★3キャラまたはSSRメモリアが確定！	Steps refresh daily! 10 free Wishes at Step 1!\nGet to Step 4 for 1 guaranteed ★3 Character or SSR Memoria for free!	每日更新！STEP1的10连免费！\nSTEP4免费1次，必出★3角色或SSR回忆！	每日更新！STEP1免費10次！\nSTEP4免費1次，且必定出現★3角色或SSR回憶！
2115	砕打祭ガチャ LEGEND FES	Strike Division - LEGEND FES	碎打会场 LEGEND FES	碎打祭 LEGEND FES	打属性のアンペル・シャルロッテがPickUP！\n2024/10/14 11:59まで開催	The Strike affinity Empel and Shallotte are back!\nFeatured until 2024/11/18 10:59 (UTC+8).	打击属性安佩尔&夏露罗蒂Pick Up！\n举办时间截至2024/11/18 10:59	打屬性安佩爾與夏露羅蒂PickUp！\n活動至2024/11/18 10:59為止。
2116	砕打祭ガチャ LEGEND FES[有償限定]	Strike Division - LEGEND FES [Paid Lodestar Gems Only]	碎打会场 LEGEND FES[仅限付费星导石]	碎打祭 LEGEND FES[付費限定]	5周限り！有償星導石でガチャを20回引くと\n10回無料！2024/10/14 11:59まで開催	For every 20 Wishes with Paid Lodestar Gems, get 10 Wishes for free! Max 5 times!\nUntil 2024/11/18 10:59 (UTC+8).	仅限5轮！使用付费星导石许下20次星愿后，即可免费许下10次星愿！举办时间截至2024/11/18 10:59（UTC+8）	僅限5週！使用付費星導石抽星願20次\n即可獲得10次免費！活動至2024/11/18 10:59（UTC+8）為止。
2117	1周年 星礼祭 LEGEND FES 極夜に解ける呼び声	1st Anniversary Celestial Ceremony - LEGEND FES The Call that Fades into the Polar Night	1周年 星礼庆典 LEGEND FES 融于极夜的呼唤	1週年 星禮祭 LEGEND FES 消散於極夜中的呼喊	イザナ・ロマンが新登場＆PickUP！\n2024/10/26 11:59まで開催	Izana and Roman make their debut!\nFeatured until 2025/02/06 10:59 (UTC+8).	伊札娜、罗曼全新登场&PickUP！\n活动时间截至2025/02/06 10:59（UTC+8）	伊札娜、羅曼新登場&PickUP！\n活動至2025/02/06 10:59（UTC+8）為止。
2118	1周年 星礼祭 LEGEND FES 極夜に解ける呼び声[有償限定]	1st Anniversary Celestial Ceremony - LEGEND FES The Call that Fades into the Polar Night [Paid Lodestar Gems Only]	1周年 星礼庆典 LEGEND FES 融于极夜的呼唤[仅限付费星导石]	1週年 星禮祭 LEGEND FES 消散於極夜中的呼喊[付費限定]	5周限り！有償星導石でガチャを20回引くと\n10回無料！2024/10/26 11:59まで開催	For every 20 Wishes with Paid Lodestar Gems, get 10 Wishes for free! Max 5 times!\nUntil 2025/02/06 10:59 (UTC+8).	仅限5轮！使用付费星导石许下20次星愿后，即可免费许下10次星愿！举办时间截至2025/02/06 10:59（UTC+8）	僅限5週！使用付費星導石抽星願20次\n即可獲得10次免費！活動至2025/02/06 10:59（UTC+8）為止。
2119	1周年 星礼祭 LEGEND FES 暁の風雲児	1st Anniversary Celestial Ceremony - LEGEND FES The Rising Hero of Dawn	1周年 星礼庆典 LEGEND FES 黎明般的风云人物	1週年 星禮祭 LEGEND FES 拂曉的風雲人物	ライザ・ユーディーが新登場＆PickUP！\n2024/11/01 11:59まで開催	Ryza and Judie make their debut!\nFeatured until 2025/02/13 10:59 (UTC+8).	莱莎、优蒂全新登场&PickUP！\n活动时间截至2025/02/13 10:59（UTC+8）	萊莎、優蒂新登場&PickUP！\n活動至2025/02/13 10:59（UTC+8）為止。
2120	1周年 星礼祭 LEGEND FES 暁の風雲児[有償限定]	1st Anniversary Celestial Ceremony - LEGEND FES The Rising Hero of Dawn [Paid Lodestar Gems Only]	1周年 星礼庆典 LEGEND FES 黎明般的风云人物[仅限付费星导石]	1週年 星禮祭 LEGEND FES 拂曉的風雲人物[付費限定]	5周限り！有償星導石でガチャを20回引くと\n10回無料！2024/11/01 11:59まで開催	For every 20 Wishes with Paid Lodestar Gems, get 10 Wishes for free! Max 5 times!\nUntil 2025/02/13 10:59 (UTC+8).	仅限5轮！使用付费星导石许下20次星愿后，即可免费许下10次星愿！举办时间截至2025/02/13 10:59（UTC+8）	僅限5週！使用付費星導石抽星願20次\n即可獲得10次免費！活動至2025/02/13 10:59（UTC+8）為止。
2121	嵐風祭ガチャ LEGEND FES	Air Division - LEGEND FES	狂风会场 LEGEND FES	嵐風祭 LEGEND FES	風属性のライザ・ロマンがPickUP！\n2024/10/28 11:59まで開催	The Air affinity Ryza and Roman are back!\nFeatured until 2024/12/02 10:59 (UTC+8).	风属性莱莎&罗曼Pick Up！\n举办时间截至2024/12/02 10:59	風屬性萊莎與羅曼PickUp！\n活動至2024/12/02 10:59為止。
2122	嵐風祭ガチャ LEGEND FES[有償限定]	Air Division - LEGEND FES [Paid Lodestar Gems Only]	狂风会场 LEGEND FES[仅限付费星导石]	嵐風祭 LEGEND FES[付費限定]	5周限り！有償星導石でガチャを20回引くと\n10回無料！2024/10/28 11:59まで開催	For every 20 Wishes with Paid Lodestar Gems, get 10 Wishes for free! Max 5 times!\nUntil 2024/12/02 10:59 (UTC+8).	仅限5轮！使用付费星导石许下20次星愿后，即可免费许下10次星愿！举办时间截至2024/12/02 10:59（UTC+8）	僅限5週！使用付費星導石抽星願20次\n即可獲得10次免費！活動至2024/12/02 10:59（UTC+8）為止。
2123	HALLOWEEN2024 LEGEND FES	HALLOWEEN 2025 - LEGEND FES	HALLOWEEN2025 LEGEND FES	HALLOWEEN2025 LEGEND FES	「お揃いイルメリアコーデ」が新登場＆PickUP！\n2024/11/9 11:59まで開催	"""Matching with Ilmeria"" make its debut!\nFeatured until 2025/02/20 10:59 (UTC+8)."	“伊尔梅莉亚同款搭配”全新登场&PickUP！\n活动时间截至2025/02/20 10:59（UTC+8）	「伊爾梅莉亞姊妹裝」新登場&PickUP！\n活動至2025/02/20 10:59（UTC+8）為止。
2124	HALLOWEEN2024 LEGEND FES[有償限定]	HALLOWEEN 2025 - LEGEND FES [Paid Lodestar Gems Only]	HALLOWEEN2025 LEGEND FES[仅限付费星导石]	HALLOWEEN2025 LEGEND FES[付費限定]	5周限り！有償星導石でガチャを20回引くと\n10回無料！2024/11/9 11:59まで開催	For every 20 Wishes with Paid Lodestar Gems, get 10 Wishes for free! Max 5 times!\nUntil 2025/02/20 10:59 (UTC+8).	仅限5轮！使用付费星导石许下20次星愿后，即可免费许下10次星愿！举办时间截至2025/02/20 10:59（UTC+8）	僅限5週！使用付費星導石抽星願20次\n即可獲得10次免費！活動至2025/02/20 10:59（UTC+8）為止。
2125	1周年 星礼祭 LEGEND FES かけがえのないモノ	1st Anniversary Celestial Ceremony - LEGEND FES Something Irreplaceable	1周年 星礼庆典 LEGEND FES 无可替代之物	1週年 星禮祭 LEGEND FES 無可取代的事物	フロッケ・ハイディが新登場＆PickUP！\n2024/11/30 11:59まで開催	Flocke and Heidi make their debut!\nFeatured until 2025/03/14 10:59 (UTC+8).	芙洛可、海蒂全新登场&PickUP！\n活动时间截至2025/03/14 10:59（UTC+8）	芙洛可、海蒂新登場&PickUP！\n活動至2025/03/14 10:59（UTC+8）為止。
2126	1周年 星礼祭 LEGEND FES かけがえのないモノ[有償限定]	1st Anniversary Celestial Ceremony - LEGEND FES Something Irreplaceable [Paid Lodestar Gems Only]	1周年 星礼庆典 LEGEND FES 无可替代之物[仅限付费星导石]	1週年 星禮祭 LEGEND FES 無可取代的事物[付費限定]	5周限り！有償星導石でガチャを20回引くと\n10回無料！2024/11/30 11:59まで開催	For every 20 Wishes with Paid Lodestar Gems, get 10 Wishes for free! Max 5 times!\nUntil 2025/03/14 10:59 (UTC+8).	仅限5轮！使用付费星导石许下20次星愿后，即可免费许下10次星愿！举办时间截至2025/03/14 10:59（UTC+8）	僅限5週！使用付費星導石抽星願20次\n即可獲得10次免費！活動至2025/03/14 10:59（UTC+8）為止。
2127	渇きの中で咲く花たち LEGEND FES	Flowers That Bloom in a Drought - LEGEND FES	渴望中绽放之花 LEGEND FES	在渴望中綻放的群花 LEGEND FES	ディオーナ・ミーケが新登場＆PickUP！\n2024/11/30 11:59まで開催	Diona and Mieke make their debut!\nFeatured until 2025/03/28 10:59 (UTC+8).	蒂欧娜、米珂全新登场&PickUP！\n活动时间截至2025/03/28 10:59（UTC+8）	蒂歐娜、米珂新登場&PickUP！\n活動至2025/03/28 10:59（UTC+8）為止。
2128	渇きの中で咲く花たち LEGEND FES[有償限定]	Flowers That Bloom in a Drought - LEGEND FES [Paid Lodestar Gems Only]	渴望中绽放之花 LEGEND FES[仅限付费星导石]	在渴望中綻放的群花 LEGEND FES[付費限定]	5周限り！有償星導石でガチャを20回引くと\n10回無料！2024/11/30 11:59まで開催	For every 20 Wishes with Paid Lodestar Gems, get 10 Wishes for free! Max 5 times!\nUntil 2025/03/28 10:59 (UTC+8).	仅限5轮！使用付费星导石许下20次星愿后，即可免费许下10次星愿！举办时间截至2025/03/28 10:59（UTC+8）	僅限5週！使用付費星導石抽星願20次\n即可獲得10次免費！活動至2025/03/28 10:59（UTC+8）為止。
2129	火炎祭ガチャ LEGEND FES	Fire Division - LEGEND FES	火焰会场 LEGEND FES	火焰祭 LEGEND FES	火属性のリンカ・ソフィーがPickUP！\n2024/11/25 11:59まで開催	The Fire affinity Linca and Escha are back!\nFeatured until 2024/01/27 10:59 (UTC+8).	火属性琳卡&爱丝卡Pick Up！\n举办时间截至2024/01/27 10:59（UTC+8）	火屬性琳卡與愛絲卡PickUp！\n活動至2024/01/27 10:59（UTC+8）為止。
2131	踊る混沌 マクダ LEGEND FES	Dancing Chaos: Magda - LEGEND FES	舞动的混沌 玛格达 LEGEND FES	躍動混沌 瑪格達 LEGEND FES	マクダが新登場＆PickUP！\n2024/11/30 11:59まで開催	Magda makes her debut!\nFeatured until 2025/03/28 10:59 (UTC+8).	玛格达全新登场&PickUP！\n活动时间截至2025/03/28 10:59（UTC+8）	瑪格達新登場&PickUP！\n活動至2025/03/28 10:59（UTC+8）為止。
2132	踊る混沌 マクダ LEGEND FES[有償限定]	Dancing Chaos: Magda - LEGEND FES [Paid Lodestar Gems Only]	舞动的混沌 玛格达 LEGEND FES[仅限付费星导石]	躍動混沌 瑪格達 LEGEND FES[付費限定]	5周限り！有償星導石でガチャを20回引くと\n10回無料！2024/11/30 11:59まで開催	For every 20 Wishes with Paid Lodestar Gems, get 10 Wishes for free! Max 5 times!\nUntil 2025/03/28 10:59 (UTC+8).	仅限5轮！使用付费星导石许下20次星愿后，即可免费许下10次星愿！举办时间截至2025/03/28 10:59（UTC+8）	僅限5週！使用付費星導石抽星願20次\n即可獲得10次免費！活動至2025/03/28 10:59（UTC+8）為止。
2133	苦悩せし規律 ブラッド LEGEND FES	Tormented Order: Brad - LEGEND FES	苦恼的监督者 布莱德 LEGEND FES	苦惱的紀律 布萊德 LEGEND FES	ブラッドが新登場＆PickUP！\n2024/11/30 11:59まで開催	Brad makes his debut!\nFeatured until 2025/03/28 10:59 (UTC+8).	布莱德全新登场&PickUP！\n活动时间截至2025/03/28 10:59（UTC+8）	布萊德新登場&PickUP！\n活動至2025/03/28 10:59（UTC+8）為止。
2134	苦悩せし規律 ブラッド LEGEND FES[有償限定]	Tormented Order: Brad - LEGEND FES [Paid Lodestar Gems Only]	苦恼的监督者 布莱德 LEGEND FES[仅限付费星导石]	苦惱的紀律 布萊德 LEGEND FES[付費限定]	5周限り！有償星導石でガチャを20回引くと\n10回無料！2024/11/30 11:59まで開催	For every 20 Wishes with Paid Lodestar Gems, get 10 Wishes for free! Max 5 times!\nUntil 2025/03/28 10:59 (UTC+8).	仅限5轮！使用付费星导石许下20次星愿后，即可免费许下10次星愿！举办时间截至2025/03/28 10:59（UTC+8）	僅限5週！使用付費星導石抽星願20次\n即可獲得10次免費！活動至2025/03/28 10:59（UTC+8）為止。
2135	斬裂祭ガチャ LEGEND FES	Slash Division - LEGEND FES	斩裂会场 LEGEND FES	斬裂祭 LEGEND FES	斬属性のイザナ・ヨハナがPickUP！\n2024/12/09 11:59まで開催	The Slash affinity Izana and Johanna are back!\nFeatured until 2025/2/10 10:59 (UTC+8).	斩击属性伊札娜&约翰娜Pick Up！\n举办时间截至2025/2/10 10:59（UTC+8）	斬屬性伊札娜與約翰娜PickUp！\n活動至2025/2/10 10:59（UTC+8）為止。
2136	極夜激闘 解放者たちの決意 LEGEND FES	Polar Night Clash: Resolve of the Liberators - LEGEND FES	极夜激战 解放者们的决心 LEGEND FES	極夜激戰 解放者們的決心 LEGEND FES	アンチュ・ワルターが新登場＆PickUP！\n2025/1/2 11:59まで開催	Antje and Walther make their debut!\nFeatured until 2025/03/28 10:59 (UTC+8).	安洁、瓦尔特全新登场&PickUP！\n活动时间截至2025/03/28 10:59（UTC+8）	安潔、瓦爾特新登場&PickUP！\n活動至2025/03/28 10:59（UTC+8）為止。
2137	極夜激闘 解放者たちの決意 LEGEND FES[有償限定]	Polar Night Clash: Resolve of the Liberators - LEGEND FES [Paid Lodestar Gems Only]	极夜激战 解放者们的决心 LEGEND FES[仅限付费星导石]	極夜激戰 解放者們的決心 LEGEND FES[付費限定]	5周限り！有償星導石でガチャを20回引くと\n10回無料！2025/1/2 11:59まで開催	For every 20 Wishes with Paid Lodestar Gems, get 10 Wishes for free! Max 5 times!\nUntil 2025/03/28 10:59 (UTC+8).	仅限5轮！使用付费星导石许下20次星愿后，即可免费许下10次星愿！举办时间截至2025/03/28 10:59（UTC+8）	僅限5週！使用付費星導石抽星願20次\n即可獲得10次免費！活動至2025/03/28 10:59（UTC+8）為止。
2138	極夜激闘 黒の奪還 LEGEND FES	Polar Night Clash: Recovering the Dark - LEGEND FES	极夜激战 黑之夺还 LEGEND FES	極夜激戰 黑色收復 LEGEND FES	ヴァレリアが新登場＆PickUP！\n2025/01/02 11:59まで開催	Spotlight on Valeria!\nFeatured until 2025/03/28 10:59 (UTC+8).	瓦莱莉娅全新登场&PickUP！\n活动时间截至2025/03/28 10:59（UTC+8）	瓦萊莉婭新登場&PickUP！\n活動至2025/03/28 10:59（UTC+8）為止。
2139	極夜激闘 黒の奪還 LEGEND FES[有償限定]	Polar Night Clash: Recovering the Dark - LEGEND FES [Paid Lodestar Gems Only]	极夜激战 黑之夺还 LEGEND FES[仅限付费星导石]	極夜激戰 黑色收復 LEGEND FES[付費限定]	5周限り！有償星導石でガチャを20回引くと\n10回無料！2025/01/02 11:59まで開催	For every 20 Wishes with Paid Lodestar Gems, get 10 Wishes for free! Max 5 times!\nUntil 2025/03/28 10:59 (UTC+8).	仅限5轮！使用付费星导石许下20次星愿后，即可免费许下10次星愿！举办时间截至2025/03/28 10:59（UTC+8）	僅限5週！使用付費星導石抽星願20次\n即可獲得10次免費！活動至2025/03/28 10:59（UTC+8）為止。
2140	嵐風祭ガチャ LEGEND FES	Air Division - LEGEND FES	狂风会场 LEGEND FES	嵐風祭 LEGEND FES	風属性のトトリ・レスナがPickUP！\n2024/12/20 11:59まで開催	The Air affinity Totori and Resna are back!\nFeatured until 2025/03/28 10:59 (UTC+8).	风属性托托莉&蕾斯娜Pick Up！\n举办时间截至2025/03/28 10:59（UTC+8）	風屬性托托莉與蕾斯娜PickUp！\n活動至2025/03/28 10:59（UTC+8）為止。
2141	Atelier Christmas 2024 LEGEND FES				ユナが新登場＆PickUP！\n2024/12/28 11:59まで開催			
2142	Atelier Christmas 2024 LEGEND FES[有償限定]				5周限り！有償星導石でガチャを20回引くと\n10回無料！2024/12/28 11:59まで開催			
2143	雷電祭ガチャ LEGEND FES				雷属性のクラウディア・ヴァレリアがPickUP！\n2025/01/06 11:59まで開催			
2144	極夜激闘 渇望満ちる時 LEGEND FES				クリセルダが新登場＆PickUP！\n2025/01/02 11:59まで開催			
2145	極夜激闘 渇望満ちる時 LEGEND FES[有償限定]				5周限り！有償星導石でガチャを20回引くと\n10回無料！2025/01/02 11:59まで開催			
2149	HAPPY NEW YEAR 2025 LEGEND FES				ザスキアが新登場＆PickUP！\n2025/01/18 11:59まで開催			
